package	function	summary	language	source_url	doc_path	fetched_at
omicverse	omicverse.datasets.pbmc8k	PBMC 8k dataset from 10x Genomics.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.pbmc8k.html	references/omicverse/functions/omicverse.datasets.pbmc8k.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.sc_ref_Lymph_Node	SC reference data for Lymph Node.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.sc_ref_Lymph_Node.html	references/omicverse/functions/omicverse.datasets.sc_ref_Lymph_Node.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.sceu_seq_organoid	Download organoid dataset from Battich, et al (2020) via a figshare link.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.sceu_seq_organoid.html	references/omicverse/functions/omicverse.datasets.sceu_seq_organoid.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.sceu_seq_rpe1	Download rpe1 dataset from Battich, et al (2020) via a figshare link.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.sceu_seq_rpe1.html	references/omicverse/functions/omicverse.datasets.sceu_seq_rpe1.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.scifate	TODO: add data here	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.scifate.html	references/omicverse/functions/omicverse.datasets.scifate.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.scnt_seq_neuron_labeling	The neuron splicing data is from Qiu, et al (2020).	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.scnt_seq_neuron_labeling.html	references/omicverse/functions/omicverse.datasets.scnt_seq_neuron_labeling.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.scnt_seq_neuron_splicing	The neuron splicing data is from Qiu, et al (2020).	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.scnt_seq_neuron_splicing.html	references/omicverse/functions/omicverse.datasets.scnt_seq_neuron_splicing.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.scslamseq	TODO: add data here	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.scslamseq.html	references/omicverse/functions/omicverse.datasets.scslamseq.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.seqfish	SeqFish dataset from 10x Genomics.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.seqfish.html	references/omicverse/functions/omicverse.datasets.seqfish.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.toggleswitch	Simulated toggleswitch data.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.toggleswitch.html	references/omicverse/functions/omicverse.datasets.toggleswitch.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.datasets.zebrafish	The zebrafish is from Saunders, et al (2019).	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.datasets.zebrafish.html	references/omicverse/functions/omicverse.datasets.zebrafish.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.external.GraphST	# Author: Yahui Long # File Name: __init__.py # Description:	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.external.GraphST.html	references/omicverse/functions/omicverse.external.GraphST.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.call_tool	Call any BioContext MCP tool by name.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.call_tool.html	references/omicverse/functions/omicverse.utils.biocontext.call_tool.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.get_ensembl_id	Convert gene symbol to Ensembl ID.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.get_ensembl_id.html	references/omicverse/functions/omicverse.utils.biocontext.get_ensembl_id.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.get_fulltext	Get full text from Europe PMC.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.get_fulltext.html	references/omicverse/functions/omicverse.utils.biocontext.get_fulltext.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.get_uniprot_id	Get UniProt accession ID from protein symbol.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.get_uniprot_id.html	references/omicverse/functions/omicverse.utils.biocontext.get_uniprot_id.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.list_tools	List all available BioContext tools.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.list_tools.html	references/omicverse/functions/omicverse.utils.biocontext.list_tools.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_alphafold	Query AlphaFold DB for predicted protein structure.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_alphafold.html	references/omicverse/functions/omicverse.utils.biocontext.query_alphafold.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_cell_ontology	Query Cell Ontology for cell type terms.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_cell_ontology.html	references/omicverse/functions/omicverse.utils.biocontext.query_cell_ontology.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_chebi	Query ChEBI for chemical entities.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_chebi.html	references/omicverse/functions/omicverse.utils.biocontext.query_chebi.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_efo	Query EFO for disease ontology terms.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_efo.html	references/omicverse/functions/omicverse.utils.biocontext.query_efo.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_go	Query Gene Ontology terms for a gene.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_go.html	references/omicverse/functions/omicverse.utils.biocontext.query_go.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_hpa	Query Human Protein Atlas for tissue-level expression.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_hpa.html	references/omicverse/functions/omicverse.utils.biocontext.query_hpa.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_interpro	Query InterPro for protein domains.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_interpro.html	references/omicverse/functions/omicverse.utils.biocontext.query_interpro.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_opentargets	Query Open Targets via GraphQL.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_opentargets.html	references/omicverse/functions/omicverse.utils.biocontext.query_opentargets.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_panglaodb	Query PanglaoDB for cell type marker genes.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_panglaodb.html	references/omicverse/functions/omicverse.utils.biocontext.query_panglaodb.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_reactome	Query Reactome pathway database.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_reactome.html	references/omicverse/functions/omicverse.utils.biocontext.query_reactome.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_string	Query STRING for protein-protein interactions.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_string.html	references/omicverse/functions/omicverse.utils.biocontext.query_string.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.query_uniprot	Query UniProt protein information.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.query_uniprot.html	references/omicverse/functions/omicverse.utils.biocontext.query_uniprot.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.search_clinical_trials	Search ClinicalTrials.gov by condition.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.search_clinical_trials.html	references/omicverse/functions/omicverse.utils.biocontext.search_clinical_trials.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.search_drugs	Search FDA drug database.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.search_drugs.html	references/omicverse/functions/omicverse.utils.biocontext.search_drugs.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.search_interpro	Search InterPro entries.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.search_interpro.html	references/omicverse/functions/omicverse.utils.biocontext.search_interpro.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.search_literature	Search Europe PMC for biomedical literature.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.search_literature.html	references/omicverse/functions/omicverse.utils.biocontext.search_literature.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.search_preprints	Search bioRxiv or medRxiv preprints.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.search_preprints.html	references/omicverse/functions/omicverse.utils.biocontext.search_preprints.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.biocontext.search_pride	Search PRIDE proteomics repository.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.biocontext.search_pride.html	references/omicverse/functions/omicverse.utils.biocontext.search_pride.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.cal_paga	Compute a PAGA graph with optional velocity/time priors.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.cal_paga.html	references/omicverse/functions/omicverse.utils.cal_paga.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.cluster	Run a selected clustering backend on single-cell data.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.cluster.html	references/omicverse/functions/omicverse.utils.cluster.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.convert2gene_id	Convert official gene symbols to Ensembl gene IDs using pyensembl.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.convert2gene_id.html	references/omicverse/functions/omicverse.utils.convert2gene_id.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.convert2gene_symbol	Convert Ensembl gene IDs to official gene symbols using pyensembl.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.convert2gene_symbol.html	references/omicverse/functions/omicverse.utils.convert2gene_symbol.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.convert2symbol	Convert Ensembl IDs in adata.var_names to official gene symbols.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.convert2symbol.html	references/omicverse/functions/omicverse.utils.convert2symbol.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.convert_adata_for_rust	Rewrite an AnnData object as an .h5ad file that ov.read(..., backend='rust') can open.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.convert_adata_for_rust.html	references/omicverse/functions/omicverse.utils.convert_adata_for_rust.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.convert_to_pandas	Convert Rust-backed dataframe-like objects to pandas.DataFrame .	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.convert_to_pandas.html	references/omicverse/functions/omicverse.utils.convert_to_pandas.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.download_CaDRReS_model	Download pretrained CaDRReS model parameter/output files.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.download_CaDRReS_model.html	references/omicverse/functions/omicverse.utils.download_CaDRReS_model.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.download_GDSC_data	Download GDSC expression and drug mask tables.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.download_GDSC_data.html	references/omicverse/functions/omicverse.utils.download_GDSC_data.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.download_geneid_annotation_pair	Download gene ID annotation mapping files for various organisms.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.download_geneid_annotation_pair.html	references/omicverse/functions/omicverse.utils.download_geneid_annotation_pair.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.download_pathway_database	Download pathway and gene set databases for enrichment analysis.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.download_pathway_database.html	references/omicverse/functions/omicverse.utils.download_pathway_database.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.download_tosica_gmt	Download curated GMT files used by TOSICA workflows.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.download_tosica_gmt.html	references/omicverse/functions/omicverse.utils.download_tosica_gmt.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.geneset_prepare	Load and prepare gene sets from GMT/TXT files for enrichment analysis.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.geneset_prepare.html	references/omicverse/functions/omicverse.utils.geneset_prepare.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.get_gene_annotation	Annotate adata.var by merging with gene-level GTF attributes.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.get_gene_annotation.html	references/omicverse/functions/omicverse.utils.get_gene_annotation.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.gtf_to_pair_tsv	Convert GTF file to gene ID mapping pairs TSV format.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.gtf_to_pair_tsv.html	references/omicverse/functions/omicverse.utils.gtf_to_pair_tsv.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.LDA_topic	Latent Dirichlet Allocation (LDA) topic modeling for single-cell data using MIRA.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.LDA_topic.html	references/omicverse/functions/omicverse.utils.LDA_topic.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.load_metabolights	Load a Metabolights study into a samples × metabolites AnnData.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.load_metabolights.html	references/omicverse/functions/omicverse.utils.load_metabolights.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.mde	Util to run pymde.preserve_neighbors() for visualization of scvi-tools embeddings.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.mde.html	references/omicverse/functions/omicverse.utils.mde.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.plot_paga	Plot PAGA graph and optional embedding-level annotations.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.plot_paga.html	references/omicverse/functions/omicverse.utils.plot_paga.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.refine_label	Refine labels with neighborhood majority voting.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.refine_label.html	references/omicverse/functions/omicverse.utils.refine_label.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.retrieve_layers	Retrieve previously stored X matrix from adata.uns and restore to adata.X.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.retrieve_layers.html	references/omicverse/functions/omicverse.utils.retrieve_layers.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.roe	Compute the Ro/e (observed/expected) cell-type enrichment matrix.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.roe.html	references/omicverse/functions/omicverse.utils.roe.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.store_layers	Store the X matrix of AnnData in adata.uns for later retrieval.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.store_layers.html	references/omicverse/functions/omicverse.utils.store_layers.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.symbol2id	Convert gene symbols in adata.var_names to Ensembl gene IDs.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.symbol2id.html	references/omicverse/functions/omicverse.utils.symbol2id.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.weighted_knn_trainer	Trains a weighted KNN classifier on train_adata .	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.weighted_knn_trainer.html	references/omicverse/functions/omicverse.utils.weighted_knn_trainer.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.weighted_knn_transfer	Annotates query_adata cells with an input trained weighted KNN classifier.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.weighted_knn_transfer.html	references/omicverse/functions/omicverse.utils.weighted_knn_transfer.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.utils.wrap_dataframe	Wrap a Rust-backed dataframe-like object with a pandas-style interface.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.utils.wrap_dataframe.html	references/omicverse/functions/omicverse.utils.wrap_dataframe.md	2026-08-03T14:16:23+00:00
scop	AddFeaturesData	Add features data to the Assay, Assay5 or Seurat object.	R	https://mengxu98.github.io/scop/reference/AddFeaturesData.html	references/scop/functions/AddFeaturesData.md	2026-08-03T14:16:23+00:00
scop	AddGiottoToSeurat	Add Giotto results back to Seurat	R	https://mengxu98.github.io/scop/reference/AddGiottoToSeurat.html	references/scop/functions/AddGiottoToSeurat.md	2026-08-03T14:16:23+00:00
scop	AnnotateFeatures	Annotate features in a Seurat object with additional metadata from databases or a GTF file.	R	https://mengxu98.github.io/scop/reference/AnnotateFeatures.html	references/scop/functions/AnnotateFeatures.md	2026-08-03T14:16:23+00:00
scop	BBKNN_integrate	The BBKNN integration function	R	https://mengxu98.github.io/scop/reference/BBKNN_integrate.html	references/scop/functions/BBKNN_integrate.md	2026-08-03T14:16:23+00:00
scop	BenchmarkPlot	Visualize benchmark results stored in a Seurat object, a summary data.frame, or a benchmark_result object created by {[=RunBenchmark]{RunBenchmark()}}. Spatial benchmark results default to a publication-oriented overview that pairs clustering quality with runtime and peak-memory efficiency. Per-cell metrics such as LISI remain available as feature plots and boxplots.	R	https://mengxu98.github.io/scop/reference/BenchmarkPlot.html	references/scop/functions/BenchmarkPlot.md	2026-08-03T14:16:23+00:00
scop	BranchStreamPlot	Draw branch-aware pseudotime ribbons from cell-state annotations. The plot is a visualization of pseudotime density by group; it does not infer a lineage tree by itself.	R	https://mengxu98.github.io/scop/reference/BranchStreamPlot.html	references/scop/functions/BranchStreamPlot.md	2026-08-03T14:16:23+00:00
scop	CCA_integrate	Seurat v5 CCA integration	R	https://mengxu98.github.io/scop/reference/CCA_integrate.html	references/scop/functions/CCA_integrate.md	2026-08-03T14:16:23+00:00
scop	CCCHeatmap	CCC heatmap and dot matrix plot	R	https://mengxu98.github.io/scop/reference/CCCHeatmap.html	references/scop/functions/CCCHeatmap.md	2026-08-03T14:16:23+00:00
scop	CCCNetworkPlot	CCC network and flow plots	R	https://mengxu98.github.io/scop/reference/CCCNetworkPlot.html	references/scop/functions/CCCNetworkPlot.md	2026-08-03T14:16:23+00:00
scop	CCCResultInfo	Inspect CCC results stored in a Seurat object	R	https://mengxu98.github.io/scop/reference/CCCResultInfo.html	references/scop/functions/CCCResultInfo.md	2026-08-03T14:16:23+00:00
scop	CCCStatPlot	CCC statistical distribution and summary plots	R	https://mengxu98.github.io/scop/reference/CCCStatPlot.html	references/scop/functions/CCCStatPlot.md	2026-08-03T14:16:23+00:00
scop	CNVPlot	Visualize results generated by {[=RunCNV]{RunCNV()}} from the unified srt@tools[[tool_name]] schema.	R	https://mengxu98.github.io/scop/reference/CNVPlot.html	references/scop/functions/CNVPlot.md	2026-08-03T14:16:23+00:00
scop	CSS_integrate	The CSS integration function	R	https://mengxu98.github.io/scop/reference/CSS_integrate.html	references/scop/functions/CSS_integrate.md	2026-08-03T14:16:23+00:00
scop	Cell2locationPlot	Plot cell2location spatial results	R	https://mengxu98.github.io/scop/reference/Cell2locationPlot.html	references/scop/functions/Cell2locationPlot.md	2026-08-03T14:16:23+00:00
scop	CellCorHeatmap	This function generates a heatmap to visualize the similarity between different cell types or conditions. It takes in Seurat objects or expression matrices as input and calculates pairwise similarities or distance.	R	https://mengxu98.github.io/scop/reference/CellCorHeatmap.html	references/scop/functions/CellCorHeatmap.md	2026-08-03T14:16:23+00:00
scop	CellDensityPlot	Plots the density of specified features in a single or multiple groups, grouped by specified variables.	R	https://mengxu98.github.io/scop/reference/CellDensityPlot.html	references/scop/functions/CellDensityPlot.md	2026-08-03T14:16:23+00:00
scop	CellDimPlot	Visualize cell groups on a 2-dimensional reduction plot. Plotting cell points on a reduced 2D plane and coloring according to the groups.	R	https://mengxu98.github.io/scop/reference/CellDimPlot.html	references/scop/functions/CellDimPlot.md	2026-08-03T14:16:23+00:00
scop	CellDimPlot3D	Plotting cell points on a reduced 3D space and coloring according to the groups of the cells.	R	https://mengxu98.github.io/scop/reference/CellDimPlot3D.html	references/scop/functions/CellDimPlot3D.md	2026-08-03T14:16:23+00:00
scop	CellScoring	This function performs cell scoring on a Seurat object. It calculates scores for a given set of features and stores them in meta.data and/or a score assay, depending on new_assay and store_metadata.	R	https://mengxu98.github.io/scop/reference/CellScoring.html	references/scop/functions/CellScoring.md	2026-08-03T14:16:23+00:00
scop	CellStatPlot	Statistical plot of cells	R	https://mengxu98.github.io/scop/reference/CellStatPlot.html	references/scop/functions/CellStatPlot.md	2026-08-03T14:16:23+00:00
scop	CellTypistModels	Unified CellTypist model management interface. Use it to list available models, download models, inspect model metadata, extract model markers, subset models, convert models, or delete local models.	R	https://mengxu98.github.io/scop/reference/CellTypistModels.html	references/scop/functions/CellTypistModels.md	2026-08-03T14:16:23+00:00
scop	CheckDataList	This function checks and preprocesses a list of Seurat objects. It performs various checks on the input, including verification of input types, assay type consistency, feature name consistency, and batch column consistency. It also performs data normalization and variable feature finding based on the specified parameters. Finally, it prepares the data for integration analysis based on the highly variable features.	R	https://mengxu98.github.io/scop/reference/CheckDataList.html	references/scop/functions/CheckDataList.md	2026-08-03T14:16:23+00:00
scop	CheckDataMerge	This function checks and preprocesses a merged seurat object.	R	https://mengxu98.github.io/scop/reference/CheckDataMerge.html	references/scop/functions/CheckDataMerge.md	2026-08-03T14:16:23+00:00
scop	CheckDataType	This function checks and returns a string indicating the type of data. It checks for the presence of infinite values, negative values, and whether the values are floats or integers.	R	https://mengxu98.github.io/scop/reference/CheckDataType.html	references/scop/functions/CheckDataType.md	2026-08-03T14:16:23+00:00
scop	ClusterTreePlot	Visualize how cells move between clusters across multiple Seurat clustering resolutions.	R	https://mengxu98.github.io/scop/reference/ClusterTreePlot.html	references/scop/functions/ClusterTreePlot.md	2026-08-03T14:16:23+00:00
scop	ComBat_integrate	The ComBat integration function	R	https://mengxu98.github.io/scop/reference/ComBat_integrate.html	references/scop/functions/ComBat_integrate.md	2026-08-03T14:16:23+00:00
scop	Conos_integrate	The Conos integration function	R	https://mengxu98.github.io/scop/reference/Conos_integrate.html	references/scop/functions/Conos_integrate.md	2026-08-03T14:16:23+00:00
scop	ConvertHomologs	Convert feature names between species with GeneConvert and collapse duplicated target homologs by summing expression values. The Seurat method rebuilds the selected assay from the converted counts matrix and keeps cell metadata and spatial images when present.	R	https://mengxu98.github.io/scop/reference/ConvertHomologs.html	references/scop/functions/ConvertHomologs.md	2026-08-03T14:16:23+00:00
scop	Coralysis_integrate	The Coralysis integration function	R	https://mengxu98.github.io/scop/reference/Coralysis_integrate.html	references/scop/functions/Coralysis_integrate.md	2026-08-03T14:16:23+00:00
scop	CoverageTrackPlot	Thin wrapper around Signac::CoveragePlot with scop defaults.	R	https://mengxu98.github.io/scop/reference/CoverageTrackPlot.html	references/scop/functions/CoverageTrackPlot.md	2026-08-03T14:16:23+00:00
scop	CreateDataFile	Create HDF5 data file from Seurat object	R	https://mengxu98.github.io/scop/reference/CreateDataFile.html	references/scop/functions/CreateDataFile.md	2026-08-03T14:16:23+00:00
scop	CreateMetaFile	Create Meta File in HDF5 format from Seurat object	R	https://mengxu98.github.io/scop/reference/CreateMetaFile.html	references/scop/functions/CreateMetaFile.md	2026-08-03T14:16:23+00:00
scop	CycGenePrefetch	Based on the human cell cycle genes, the cell cycle genes of the corresponding species were captured by homologous gene conversion.	R	https://mengxu98.github.io/scop/reference/CycGenePrefetch.html	references/scop/functions/CycGenePrefetch.md	2026-08-03T14:16:23+00:00
scop	CytoTRACEPlot	Plot CytoTRACE 2 Results	R	https://mengxu98.github.io/scop/reference/CytoTRACEPlot.html	references/scop/functions/CytoTRACEPlot.md	2026-08-03T14:16:23+00:00
scop	DEtestManhattanPlot	Draw a Manhattan-style plot of differential expression results by cell type.	R	https://mengxu98.github.io/scop/reference/DEtestManhattanPlot.html	references/scop/functions/DEtestManhattanPlot.md	2026-08-03T14:16:23+00:00
scop	DEtestPlot	Differential Expression Test Plot	R	https://mengxu98.github.io/scop/reference/DEtestPlot.html	references/scop/functions/DEtestPlot.md	2026-08-03T14:16:23+00:00
scop	DEtestRingPlot	Draw a circular (ring) plot of differential expression results by cell type.	R	https://mengxu98.github.io/scop/reference/DEtestRingPlot.html	references/scop/functions/DEtestRingPlot.md	2026-08-03T14:16:23+00:00
scop	DeconvolutionPlot	Plot deconvolution results	R	https://mengxu98.github.io/scop/reference/DeconvolutionPlot.html	references/scop/functions/DeconvolutionPlot.md	2026-08-03T14:16:23+00:00
scop	DefaultReduction	Find the default reduction name in a Seurat object	R	https://mengxu98.github.io/scop/reference/DefaultReduction.html	references/scop/functions/DefaultReduction.md	2026-08-03T14:16:23+00:00
scop	DimsEstimatePlot	Dimension estimate diagnostic plot	R	https://mengxu98.github.io/scop/reference/DimsEstimatePlot.html	references/scop/functions/DimsEstimatePlot.md	2026-08-03T14:16:23+00:00
scop	DorotheaPlot	Compare DoRothEA transcription factor activity between two groups and draw a signed bar plot. Bar height is the mean activity difference group1 - group2; fill color is the signed -log10(p) or -log10(adjusted p), where the sign follows the activity difference.	R	https://mengxu98.github.io/scop/reference/DorotheaPlot.html	references/scop/functions/DorotheaPlot.md	2026-08-03T14:16:23+00:00
scop	DynamicHeatmap	Heatmap plot for dynamic features along lineages	R	https://mengxu98.github.io/scop/reference/DynamicHeatmap.html	references/scop/functions/DynamicHeatmap.md	2026-08-03T14:16:23+00:00
scop	DynamicPlot	Plot dynamic features across pseudotime	R	https://mengxu98.github.io/scop/reference/DynamicPlot.html	references/scop/functions/DynamicPlot.md	2026-08-03T14:16:23+00:00
scop	EnrichmentPlot	This function generates various types of plots for enrichment (over-representation) analysis.	R	https://mengxu98.github.io/scop/reference/EnrichmentPlot.html	references/scop/functions/EnrichmentPlot.md	2026-08-03T14:16:23+00:00
scop	EstimateGenePlot	Compare ESTIMATE scores between target-gene high and low expression groups, or draw continuous gene-expression correlations with ESTIMATE scores.	R	https://mengxu98.github.io/scop/reference/EstimateGenePlot.html	references/scop/functions/EstimateGenePlot.md	2026-08-03T14:16:23+00:00
scop	EstimateScorePlot	Visualize ESTIMATE stromal, immune, combined ESTIMATE, and tumor-purity scores from a RunESTIMATE() result.	R	https://mengxu98.github.io/scop/reference/EstimateScorePlot.html	references/scop/functions/EstimateScorePlot.md	2026-08-03T14:16:23+00:00
scop	FeatureCorPlot	This function creates a correlation plot to visualize the pairwise correlations between selected features in a Seurat object.	R	https://mengxu98.github.io/scop/reference/FeatureCorPlot.html	references/scop/functions/FeatureCorPlot.md	2026-08-03T14:16:23+00:00
scop	FeatureDimPlot	Plotting cell points on a reduced 2D plane and coloring according to the values of the features.	R	https://mengxu98.github.io/scop/reference/FeatureDimPlot.html	references/scop/functions/FeatureDimPlot.md	2026-08-03T14:16:23+00:00
